pro_infiltrator_emp_vehicle,1,0.25
pro_constructor_repair,506,9.4350481033
pro_covertops_emp_vehicle,3,0.75
pro_covertops_emp_mine,2,0.200000003
pro_constructor_antimissile_rockets,6,3
pro_covertops_emp_deployable,1,0.3125
